[2018-07-01 20:24:24] [main] INFO  com.alibaba.jstorm.zk.Zookeeper [207]-> [] Starting inprocess zookeeper at port 2000 and dir C:\Users\xiao\AppData\Local\Temp\\0d3990b9-84b8-42ac-8ead-0861b17e225b
[2018-07-01 20:24:33] [main] INFO  o.a.zookeeper.server.ZooKeeperServer [100]-> [] Server environment:os.arch=amd64
[2018-07-01 20:24:33] [main] INFO  o.a.zookeeper.server.ZooKeeperServer [100]-> [] Server environment:os.version=10.0
[2018-07-01 20:24:33] [main] INFO  o.a.zookeeper.server.ZooKeeperServer [100]-> [] Server environment:user.name=xiao
[2018-07-01 20:24:33] [main] INFO  o.a.zookeeper.server.ZooKeeperServer [100]-> [] Server environment:user.home=C:\Users\xiao
[2018-07-01 20:24:33] [main] INFO  o.a.zookeeper.server.ZooKeeperServer [100]-> [] Server environment:user.dir=D:\IdeaSpace\learning-java
[2018-07-01 20:24:33] [main] INFO  o.a.zookeeper.server.ZooKeeperServer [162]-> [] Created server with tickTime 2000 minSessionTimeout 4000 maxSessionTimeout 40000 datadir C:\Users\xiao\AppData\Local\Temp\0d3990b9-84b8-42ac-8ead-0861b17e225b\version-2 snapdir C:\Users\xiao\AppData\Local\Temp\0d3990b9-84b8-42ac-8ead-0861b17e225b\version-2
[2018-07-01 20:24:34] [main] INFO  o.a.z.server.NIOServerCnxnFactory [94]-> [] binding to port 0.0.0.0/0.0.0.0:2000
[2018-07-01 20:24:34] [main] INFO  com.alibaba.jstorm.utils.LoadConf [97]-> [] Using defaults.yaml from resources
[2018-07-01 20:24:34] [main] INFO  com.alibaba.jstorm.utils.LoadConf [97]-> [] Using defaults.yaml from resources
[2018-07-01 20:24:34] [ReconnectRunnable] INFO  c.a.j.message.netty.ReconnectRunnable [42]-> [] Successfully start reconnect thread
[2018-07-01 20:24:34] [main] INFO  c.a.jstorm.daemon.nimbus.NimbusServer [146]-> [] Begin to start nimbus on local model
[2018-07-01 20:24:34] [main] INFO  b.s.u.StormBoundedExponentialBackoffRetry [44]-> [] The baseSleepTimeMs [1000] the maxSleepTimeMs [30000] the maxRetries [20]
[2018-07-01 20:24:34] [main] INFO  o.a.c.f.imps.CuratorFrameworkImpl [238]-> [] Starting
[2018-07-01 20:24:43] [main] INFO  org.apache.zookeeper.ZooKeeper [100]-> [] Client environment:zookeeper.version=3.4.6-1569965, built on 02/20/2014 09:09 GMT
[2018-07-01 20:24:43] [main] INFO  org.apache.zookeeper.ZooKeeper [100]-> [] Client environment:host.name=xiao-pc
[2018-07-01 20:24:43] [main] INFO  org.apache.zookeeper.ZooKeeper [100]-> [] Client environment:java.version=1.8.0_111
[2018-07-01 20:24:43] [main] INFO  org.apache.zookeeper.ZooKeeper [100]-> [] Client environment:java.vendor=Oracle Corporation
[2018-07-01 20:24:43] [main] INFO  org.apache.zookeeper.ZooKeeper [100]-> [] Client environment:java.home=C:\Program Files\Java\jdk1.8.0_111\jre
